,Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather,Time.Datetime,Proportions.Flights.On Time,Proportions.Flights.Cancelled or Diverted,Proportions.Flights.Security Delays,Statistics.# of Delays.Total,Time.Season
51,PHL,"Philadelphia, PA: Philadelphia International",2003/07,7,July,2003,399,634,1130,1,93,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",12,198,2257,21,6876,9352,19469,41424,52527,15,121153,7718,2003-07-01,0.7352437981180496,0.0234174508126603,0.0001069289991445,2257,Summer
52,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2003/07,7,July,2003,593,743,498,8,66,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,96,1909,27,12378,14410,35809,46071,18713,181,105513,4739,2003-07-01,0.8589868147120056,0.0085357390700902,0.0005551700208188,1908,Summer
53,SAN,"San Diego, CA: San Diego International",2003/07,7,July,2003,381,386,340,3,44,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,34,1155,14,5974,7177,17465,21781,12051,83,54624,3244,2003-07-01,0.8323812177790163,0.0066880312108123,0.0004180019506757,1154,Summer
54,SEA,"Seattle, WA: Seattle/Tacoma International",2003/07,7,July,2003,506,637,421,26,67,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,82,1654,5,8251,9992,25125,37050,15618,631,83220,4796,2003-07-01,0.8257606084867894,0.0087069655724579,0.0026020816653322,1657,Summer
55,SFO,"San Francisco, CA: San Francisco International",2003/07,7,July,2003,473,365,539,10,76,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",11,79,1464,8,9192,10743,24613,24504,23592,261,79460,6490,2003-07-01,0.8556269198547891,0.0080982965652052,0.0009308386856557,1463,Summer
56,SLC,"Salt Lake City, UT: Salt Lake City International",2003/07,7,July,2003,404,284,330,9,65,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",10,58,1093,11,9782,10944,20318,16143,11910,285,52635,3979,2003-07-01,0.8938230994152047,0.0063048245614035,0.0008223684210526,1092,Summer
57,TPA,"Tampa, FL: Tampa International",2003/07,7,July,2003,248,395,445,3,44,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",11,18,1135,9,4452,5614,12661,26212,18532,73,60777,3299,2003-07-01,0.7930174563591023,0.0048094050587816,0.0005343783398646,1135,Summer
58,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2003/08,8,August,2003,1220,1766,4475,9,361,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",11,364,7829,56,23056,31305,77042,108114,163912,304,370130,20758,2003-08-01,0.7364957674492892,0.0134163871586008,0.0002874940105414,7831,Summer
59,BOS,"Boston, MA: Logan International",2003/08,8,August,2003,481,698,978,0,100,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",14,292,2256,15,7370,9933,28571,49297,42254,4,127494,7368,2003-08-01,0.7419712070874862,0.0309070774187053,0.0,2257,Summer
60,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2003/08,8,August,2003,396,668,734,6,127,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",11,66,1931,41,6598,8636,19817,41456,36608,179,107756,9696,2003-08-01,0.7640111162575266,0.012389995368226,0.0006947660954145,1931,Summer
61,CLT,"Charlotte, NC: Charlotte Douglas International",2003/08,8,August,2003,349,511,928,1,90,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",11,189,1882,36,6841,8948,17440,30964,38430,116,93619,6669,2003-08-01,0.7645283862315602,0.0251452838623156,0.0001117568171658,1879,Summer
62,DCA,"Washington, DC: Ronald Reagan Washington National",2003/08,8,August,2003,338,327,795,3,89,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",13,262,1554,41,4886,6743,17512,23603,42353,113,90097,6516,2003-08-01,0.7246032923031291,0.0449354886549013,0.0004449058282663,1552,Summer
63,DEN,"Denver, CO: Denver International",2003/08,8,August,2003,544,362,560,3,111,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",12,79,1582,9,11122,12792,30247,25493,23385,77,87032,7830,2003-08-01,0.8694496560350219,0.0068792995622263,0.0002345215759849,1580,Summer
64,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2003/08,8,August,2003,1178,1350,2138,17,269,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",13,466,4951,169,22370,27956,77082,80115,106597,526,286661,22341,2003-08-01,0.8001860065817713,0.022714265274002,0.0006080984404063,4952,Summer
65,DTW,"Detroit, MI: Detroit Metro Wayne County",2003/08,8,August,2003,459,442,1034,6,155,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,412,2096,52,9620,12180,29306,27485,46410,293,116543,13049,2003-08-01,0.7898193760262726,0.0380952380952381,0.0004926108374384,2096,Summer
66,EWR,"Newark, NJ: Newark Liberty International",2003/08,8,August,2003,488,713,2528,7,144,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",13,431,3881,111,8599,13022,36683,56753,180746,177,289106,14747,2003-08-01,0.6603440331746275,0.041621870680387,0.0005375518353555,3880,Summer
67,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2003/08,8,August,2003,279,396,489,9,46,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",11,36,1220,14,3555,4825,15853,25824,18216,334,63559,3332,2003-08-01,0.7367875647668394,0.0103626943005181,0.0018652849740932,1219,Summer
68,IAD,"Washington, DC: Washington Dulles International",2003/08,8,August,2003,378,447,849,9,129,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",13,190,1813,40,6715,8758,21505,30744,43185,295,106819,11090,2003-08-01,0.7667275633706325,0.0262617035852934,0.0010276318794245,1812,Summer
69,IAH,"Houston, TX: George Bush Intercontinental/Houston",2003/08,8,August,2003,425,587,1132,5,144,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,104,2291,68,13522,15985,26927,38093,48296,183,125085,11586,2003-08-01,0.8459180481701595,0.0107600875821082,0.0003127932436659,2293,Summer
70,JFK,"New York, NY: John F. Kennedy International",2003/08,8,August,2003,403,380,856,15,64,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.",11,205,1717,66,4239,6227,28257,29338,42732,401,105234,4506,2003-08-01,0.6807451421230127,0.0435201541673357,0.0024088646218082,1718,Summer
71,LAS,"Las Vegas, NV: McCarran International",2003/08,8,August,2003,576,747,480,7,75,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,70,1884,10,10293,12257,34285,38636,17699,231,97026,6175,2003-08-01,0.8397650322264828,0.0065268825976992,0.0005711022272986,1885,Summer
72,LAX,"Los Angeles, CA: Los Angeles International",2003/08,8,August,2003,796,761,622,11,139,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,141,2333,9,16770,19253,47486,46658,26226,336,131186,10480,2003-08-01,0.8710330857528696,0.0077909936113852,0.0005713395315015,2329,Summer
73,LGA,"New York, NY: LaGuardia",2003/08,8,August,2003,419,500,1421,1,125,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",11,597,2465,82,6158,9302,26770,38198,102604,15,180002,12415,2003-08-01,0.66200817028596,0.0729950548269189,0.0001075037626316,2466,Summer
74,MCO,"Orlando, FL: Orlando International",2003/08,8,August,2003,450,584,757,6,82,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",13,48,1878,30,6032,7988,25260,38574,31786,454,101540,5466,2003-08-01,0.7551326990485728,0.0097646469704556,0.000751126690035,1879,Summer
75,MDW,"Chicago, IL: Chicago Midway International",2003/08,8,August,2003,205,446,414,15,72,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,Southwest Airlines Co.",9,77,1152,13,6035,7277,10853,28232,21868,578,68622,7091,2003-08-01,0.8293252714030507,0.0123677339563006,0.0020612889927167,1152,Summer
76,MIA,"Miami, FL: Miami International",2003/08,8,August,2003,293,314,696,10,70,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",13,97,1385,13,3663,5158,18544,24339,30059,306,78097,4849,2003-08-01,0.7101589763474215,0.0213260953858084,0.0019387359441644,1383,Summer
77,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2003/08,8,August,2003,533,438,639,9,104,"American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",11,182,1724,6,10975,12887,36711,26224,22843,294,93346,7274,2003-08-01,0.851633429037014,0.0145883448436408,0.0006983782105998,1723,Summer
78,ORD,"Chicago, IL: Chicago O'Hare International",2003/08,8,August,2003,1017,1512,3461,12,237,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",12,941,6236,138,23806,31121,77366,109807,237540,430,447656,22513,2003-08-01,0.7649497124128402,0.0346711223932392,0.000385591722631,6239,Summer
79,PDX,"Portland, OR: Portland International",2003/08,8,August,2003,194,336,128,5,29,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",9,26,693,4,4249,4972,9713,18118,4683,148,34824,2162,2003-08-01,0.8545856798069188,0.0060337892196299,0.0010056315366049,692,Summer
80,PHL,"Philadelphia, PA: Philadelphia International",2003/08,8,August,2003,442,695,1317,0,132,"American Airlines Inc.,Continental Air Lines Inc.,Atlantic Coast Airlines,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",13,242,2590,31,6527,9390,22519,44213,65862,0,143224,10630,2003-08-01,0.695101171458999,0.029073482428115,0.0,2586,Summer
81,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2003/08,8,August,2003,607,719,509,20,87,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ExpressJet Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,117,1942,14,12284,14357,35681,39053,17893,840,99568,6101,2003-08-01,0.8556105035871003,0.009124468900188,0.0013930486870516,1942,Summer
82,SAN,"San Diego, CA: San Diego International",2003/08,8,August,2003,375,382,256,2,48,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,27,1062,5,6105,7199,18544,20569,9091,84,51666,3378,2003-08-01,0.8480344492290596,0.0044450618141408,0.0002778163633838,1063,Summer
83,SEA,"Seattle, WA: Seattle/Tacoma International",2003/08,8,August,2003,482,730,364,24,57,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,113,1661,12,8229,10015,27105,41966,13662,839,87912,4340,2003-08-01,0.8216674987518722,0.0124812780828756,0.0023964053919121,1657,Summer
84,SFO,"San Francisco, CA: San Francisco International",2003/08,8,August,2003,517,385,869,10,94,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,America West Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,ATA Airlines d/b/a ATA,United Air Lines Inc.,US Airways Inc.",11,96,1876,5,8755,10732,28598,27313,36056,307,99292,7018,2003-08-01,0.8157845695117406,0.0094111069698099,0.0009317927692881,1875,Summer
85,SLC,"Salt Lake City, UT: Salt Lake City International",2003/08,8,August,2003,440,326,381,15,112,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,America West Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,Southwest Airlines Co.",10,74,1271,28,9626,10999,23058,16936,13330,596,64430,10510,2003-08-01,0.8751704700427312,0.0092735703245749,0.0013637603418492,1274,Summer
86,TPA,"Tampa, FL: Tampa International",2003/08,8,August,2003,265,350,450,2,61,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,37,1129,19,4317,5502,15252,24242,19501,80,63084,4009,2003-08-01,0.7846237731733915,0.010178117048346,0.000363504180298,1128,Summer
87,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2003/09,9,September,2003,700,807,2267,4,161,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,America West Airlines Inc.,Northwest Airlines Inc.,ExpressJet Airlines Inc.,United Air Lines Inc.,US Airways Inc.",11,359,3936,33,26049,30377,45856,42031,82737,180,180656,9852,2003-09-01,0.8575237844421767,0.0129045001152187,0.0001316785726042,3939,Fall
